author,local_guide_info,rating,review,date_text,text_backup
Celia Crespo,Local Guide · 384 reseñas · 2.906 fotos,4 estrellas,"Muy rico y bien servido. El local es muy bonito, estilo retro. No pasa de moda. Cocina abierta todo el día. Muy ricas las hamburguesas y sándwiches.",Hace un año,"Celia Crespo
Local Guide · 384 reseñas · 2.906 fotos






Hace un año
Muy rico y bien servido. El local es muy bonito, estilo retro. No pasa de moda. Cocina abierta todo el día. Muy ricas las hamburguesas y sándwiches.
2 más

1

Compartir"
Pilar Gomez,5 reseñas,2 estrellas,"Hacia medio año que no íbamos y fuimos ayer a cenar. Vimos que había cambiado la carta. Han quitado opciones de comida internacional y han bajado mucho la calidad. Tomamos un tataki de atún muy escaso de acompañamiento y el pescado no parecía fresco. También yuca que la hemos tomado muchas veces acompañando la hamburguesa pero esta vez estaba tiesa, parecían palos de madera frita. La salsa no muy fresca. Para nosotros ha perdido muchísimo",Hace 2 meses,"Pilar Gomez
5 reseñas






Hace 2 meses
Hacia medio año que no íbamos y fuimos ayer a cenar. Vimos que había cambiado la carta. Han quitado opciones de comida internacional y han bajado mucho la calidad. Tomamos un tataki de atún muy escaso de acompañamiento y el pescado no parecía fresco. También yuca que la hemos tomado muchas veces acompañando la hamburguesa pero esta vez estaba tiesa, parecían palos de madera frita. La salsa no muy fresca. Para nosotros ha perdido muchísimo
Comida: 1
Servicio: 5
Ambiente: 4

Me gusta

Compartir"
Nat Loustau,4 reseñas,5 estrellas,"Me encanta esta cafetería, siempre que voy el trato es bueno, los camareros son todos muy majos y serviciales, nos atendieron Carlos y Greter, la comida está buenísima y el ambiente es animado. Un sitio de 5.",Hace 3 semanas,"Nat Loustau
4 reseñas






Hace 3 semanas
NUEVA
Me encanta esta cafetería, siempre que voy el trato es bueno, los camareros son todos muy majos y serviciales, nos atendieron Carlos y Greter, la comida está buenísima y el ambiente es animado. Un sitio de 5.
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Alejandro Higuera Matas,Local Guide · 32 reseñas · 18 fotos,5 estrellas,"Sitio muy agradable,  ambientado a lo retro y con mucho gusto. La comida estaba muy rica y pedí una limonada natural que fue todo un acierto.",Hace un mes,"Alejandro Higuera Matas
Local Guide · 32 reseñas · 18 fotos






Hace un mes
Sitio muy agradable,  ambientado a lo retro y con mucho gusto. La comida estaba muy rica y pedí una limonada natural que fue todo un acierto.
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 4
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Carol SLT,Local Guide · 30 reseñas · 18 fotos,5 estrellas,"Cafetería típica de los años 70, con la decoración de la época. Nos lo habían recomendado como las mejores hamburguesas de Madrid y desde luego que estaban increíbles. Pedimos la Eggburguer y venía con el queso gratinado, una maravilla para los sentidos. De las mejores hamburguesas que hemos probado, sin duda! Así que volveremos.",Hace 10 meses,"Carol SLT
Local Guide · 30 reseñas · 18 fotos






Hace 10 meses
Cafetería típica de los años 70, con la decoración de la época. Nos lo habían recomendado como las mejores hamburguesas de Madrid y desde luego que estaban increíbles. Pedimos la Eggburguer y venía con el queso gratinado, una maravilla para los sentidos. De las mejores hamburguesas que hemos probado, sin duda! Así que volveremos.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 4
Ambiente: 4
Platos recomendados
Hamburguesa Completa Con Huevo
Plaza de aparcamiento
Es algo difícil aparcar
Opciones de aparcamiento
Aparcamiento en la calle de pago
0:15

Me gusta

Compartir"
Ana de Llano,1 reseña,5 estrellas,Muy buena la comida y la atención al cliente de 10. Nuestro camarero se llamó Carlos y nos trató genial. Un sitio para volver,Hace 3 semanas,"Ana de Llano
1 reseña






Hace 3 semanas
NUEVA
Muy buena la comida y la atención al cliente de 10. Nuestro camarero se llamó Carlos y nos trató genial. Un sitio para volver
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Hamburguesa Americana

Me gusta

Compartir"
Elena G,Local Guide · 372 reseñas · 858 fotos,5 estrellas,Me gustó mucho el sitio sobretodo por la decoración tan diferente y distinta con respecto a lo que hay en el barrio. Además me consta que son muchas series y películas que han utilizado esta cafetería como escenario para sus rodajes. Conserva su original diseño de cafetería de barrio salpicado de un aire cosmopolita. Hasta el plato de olivas te lo sirven en el típico platito de aluminio vintage. Calidad-precio buena,Hace 2 años,"Elena G
Local Guide · 372 reseñas · 858 fotos






Hace 2 años
Me gustó mucho el sitio sobretodo por la decoración tan diferente y distinta con respecto a lo que hay en el barrio. Además me consta que son muchas series y películas que han utilizado esta cafetería como escenario para sus rodajes. Conserva su original diseño de cafetería de barrio salpicado de un aire cosmopolita. Hasta el plato de olivas te lo sirven en el típico platito de aluminio vintage. Calidad-precio buena

Me gusta

Compartir"
Paloma López,Local Guide · 479 reseñas · 4.002 fotos,4 estrellas,"Fuimos a desayunar. La verdad que la carta es muy completa y ofrece muchas opciones tanto de salado, dulce, bebidas…
Yo tomé un pan de centeno con tomate y aceite y un cappuccino. Todo muy rico, aunque me esperaba un par de tostadas.
El servicio fue rápido, salvo en el momento de pagar que tardaron mucho tiempo y terminamos pagando dentro.
Recomendable para venir con grupos grandes.",Hace un año,"Paloma López
Local Guide · 479 reseñas · 4.002 fotos






Hace un año
Fuimos a desayunar. La verdad que la carta es muy completa y ofrece muchas opciones tanto de salado, dulce, bebidas…
Yo tomé un pan de centeno con tomate y aceite y un cappuccino. Todo muy rico, aunque me esperaba un par de tostadas.
El servicio fue rápido, salvo en el momento de pagar que tardaron mucho tiempo y terminamos pagando dentro.
Recomendable para venir con grupos grandes.

Me gusta

Compartir"
Alber M,Local Guide · 563 reseñas · 945 fotos,4 estrellas,"Lugar agradable, carta algo justa pero que cumple con todos los gustos. Buena hamburguesa, el sándwich que pedimos nada especial, pero bueno.
La atención de las camareras muy buena.
En general muy bien, de repetir.",Hace 5 años,"Alber M
Local Guide · 563 reseñas · 945 fotos






Hace 5 años
Lugar agradable, carta algo justa pero que cumple con todos los gustos. Buena hamburguesa, el sándwich que pedimos nada especial, pero bueno.
La atención de las camareras muy buena.
En general muy bien, de repetir.

Me gusta

Compartir"
BB Calderón,Local Guide · 24 reseñas · 16 fotos,5 estrellas,"Una experiencia inolvidable la nuestra en este sitio. La camarera Rachel nos atendió de 10, controla muchísimo la carta y nos recomendó platos muy ricos! Lo recomiendo 100%",Hace 3 meses,"BB Calderón
Local Guide · 24 reseñas · 16 fotos






Hace 3 meses
Una experiencia inolvidable la nuestra en este sitio. La camarera Rachel nos atendió de 10, controla muchísimo la carta y nos recomendó platos muy ricos! Lo recomiendo 100%
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
javierce rero,Local Guide · 140 reseñas · 266 fotos,2 estrellas,"Actualizo reseña porque he tenido una mala experiencia con el desayuno.

He visto cómo se manipulaban las porras con las manos a la vez que limpiaba la cocina y se tocaba la cara.

Una lástima que haya tenido que verlo porque me he tenido que ir sin desayunar.

Ya no puedo fiarme de lo que sirven aquí.",Hace 4 meses,"javierce rero
Local Guide · 140 reseñas · 266 fotos






Hace 4 meses
Actualizo reseña porque he tenido una mala experiencia con el desayuno.

He visto cómo se manipulaban las porras con las manos a la vez que limpiaba la cocina y se tocaba la cara.

Una lástima que haya tenido que verlo porque me he tenido que ir sin desayunar.

Ya no puedo fiarme de lo que sirven aquí.
Tipo de comida
Desayuno
Precio por persona
1-10 €
Comida: 2
Servicio: 3
Ambiente: 4

Me gusta

Compartir"
Cristina T,Local Guide · 232 reseñas · 460 fotos,3 estrellas,Es un buen sitio para comer/cenar “comida americana”. Personalmente no destacaría ninguno de los platos que consumimos. La atención fue buena.,Hace un año,"Cristina T
Local Guide · 232 reseñas · 460 fotos






Hace un año
Es un buen sitio para comer/cenar “comida americana”. Personalmente no destacaría ninguno de los platos que consumimos. La atención fue buena.

Me gusta

Compartir"
Adriana Pinto,Local Guide · 238 reseñas · 1.434 fotos,3 estrellas,Un lugar normal. Un poco lentos y la comida normal. El camarero que nos atendió fue agradable.,Hace un año,"Adriana Pinto
Local Guide · 238 reseñas · 1.434 fotos






Hace un año
Un lugar normal. Un poco lentos y la comida normal. El camarero que nos atendió fue agradable.
3 más

Me gusta

Compartir"
Saskia 79,Local Guide · 427 reseñas · 783 fotos,4 estrellas,"Hamburguesas buenísimas, como siempre. El mil hojas con dulce de leche espectacular y la yuca frita está q te mueres. Procura ir con reserva, suelen estar a tope. El trato es muy bueno. El único pero son las mesas, muy pequeñas.... algo incómodo",Hace 6 años,"Saskia 79
Local Guide · 427 reseñas · 783 fotos






Hace 6 años
Hamburguesas buenísimas, como siempre. El mil hojas con dulce de leche espectacular y la yuca frita está q te mueres. Procura ir con reserva, suelen estar a tope. El trato es muy bueno. El único pero son las mesas, muy pequeñas.... algo incómodo

Me gusta

Compartir"
Ricardo Gomez,Local Guide · 19 reseñas · 25 fotos,4 estrellas,"Tortilla muy sosa pero bien de textura, mi novia se pidio unas tortitas con arandanos que estaban bastante buenas. Buen servicio, cafe normal",Hace un mes,"Ricardo Gomez
Local Guide · 19 reseñas · 25 fotos






Hace un mes
Tortilla muy sosa pero bien de textura, mi novia se pidio unas tortitas con arandanos que estaban bastante buenas. Buen servicio, cafe normal
Comida: 3
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Néstor Lucas Martínez,Local Guide · 248 reseñas · 2.803 fotos,4 estrellas,"Buen local donde ser sirve comida hasta tarde. Tienen una variada carta de hamburguesas, bastante buenas en general. Todas las veces que he ido me han atendido muy bien, por lo que se ha convertido en una opción de referencia cuando estoy por la zona.",Hace 2 años,"Néstor Lucas Martínez
Local Guide · 248 reseñas · 2.803 fotos






Hace 2 años
Buen local donde ser sirve comida hasta tarde. Tienen una variada carta de hamburguesas, bastante buenas en general. Todas las veces que he ido me han atendido muy bien, por lo que se ha convertido en una opción de referencia cuando estoy por la zona.

Me gusta

Compartir"
Lucia Bendito,Local Guide · 14 reseñas · 8 fotos,4 estrellas,"Brunch sueco
Pedimos este brunch. Las fotos del menú en Google estan mal: el precio ha subido, suponemos que por la crisis (14€/brunch).
De bebidas frías se pueden elegir refrescos, zumo o té helado, lo cual nos decepcionó un poco pues queríamos pedir smoothie de frutas o batido.
Por ello ponemos 4 estrellas en vez de 5: el precio y la bebida.
Por lo demás muy bueno, ponen el bagel muy relleno, con mucho salmón ahumado lo cual no ocurre en todos sitios. Merece la pena y es muy completito.",Hace un año,"Lucia Bendito
Local Guide · 14 reseñas · 8 fotos






Hace un año
Brunch sueco
Pedimos este brunch. Las fotos del menú en Google estan mal: el precio ha subido, suponemos que por la crisis (14€/brunch).
De bebidas frías se pueden elegir refrescos, zumo o té helado, lo cual nos decepcionó un poco pues queríamos pedir smoothie de frutas o batido.
Por ello ponemos 4 estrellas en vez de 5: el precio y la bebida.
Por lo demás muy bueno, ponen el bagel muy relleno, con mucho salmón ahumado lo cual no ocurre en todos sitios. Merece la pena y es muy completito.

Me gusta

Compartir"
Diego SB,Local Guide · 130 reseñas · 189 fotos,5 estrellas,"Sitio mítico del barrio, con una ambientación clásica años 50-60 que sale en muchas series y anuncios que vienen aquí a rodar de vez en cuando. Su especialidad es la hamburguesa, cuya calidad ha ido variando a lo largo del tiempo. Antes era top 3 de hamburgueserías de Madrid, ahora ha desmejorado un poco (u otros locales han igualado el nivel). Igualmente, merece la pena pasarse a ver el local y tomarse, aunque sea, un café.",Hace 6 meses,"Diego SB
Local Guide · 130 reseñas · 189 fotos






Hace 6 meses
Sitio mítico del barrio, con una ambientación clásica años 50-60 que sale en muchas series y anuncios que vienen aquí a rodar de vez en cuando. Su especialidad es la hamburguesa, cuya calidad ha ido variando a lo largo del tiempo. Antes era top 3 de hamburgueserías de Madrid, ahora ha desmejorado un poco (u otros locales han igualado el nivel). Igualmente, merece la pena pasarse a ver el local y tomarse, aunque sea, un café.
Tipo de comida
Cena
Precio por persona
10-20 €
Comida: 4
Servicio: 5
Ambiente: 4
Platos recomendados
Hamburguesa Completa Con Huevo, Hamburguesa Gallega y Hamburguesa Americana
Comida vegetariana
Hay varias opciones, que han ido integrando últimamente

Me gusta

Compartir"
Bosco Montero,Local Guide · 59 reseñas · 76 fotos,5 estrellas,"Todo perfecto. La grandburguer, rica; la italiana, espectacular; la milanesa, buena y los aros de cebolla irresistibles!
El servicio excelente xq son majísimos!
La decoración reto con música actual tiene su punto!",Hace 3 meses,"Bosco Montero
Local Guide · 59 reseñas · 76 fotos






Hace 3 meses
Todo perfecto. La grandburguer, rica; la italiana, espectacular; la milanesa, buena y los aros de cebolla irresistibles!
El servicio excelente xq son majísimos!
La decoración reto con música actual tiene su punto!
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Laura Pindado,Local Guide · 206 reseñas · 577 fotos,4 estrellas,"RECOMENDABLE!
Local vintage, con buena comida y buenos precios. Fui a tomar un brunch, super completo por un precio muy económico.
La atención es estupenda y aunque en las reservas te indican que solo puedes estar máximo 1h30, si el local está vacío no te ponen ningún inconveniente",Hace 3 años,"Laura Pindado
Local Guide · 206 reseñas · 577 fotos






Hace 3 años
RECOMENDABLE!
Local vintage, con buena comida y buenos precios. Fui a tomar un brunch, super completo por un precio muy económico.
La atención es estupenda y aunque en las reservas te indican que solo puedes estar máximo 1h30, si el local está vacío no te ponen ningún inconveniente

Me gusta

Compartir"
Laura Opazo,Local Guide · 190 reseñas · 453 fotos,4 estrellas,"Carta sencilla: sándwiches, hamburguesas, ensaladas... No es del otro mundo pero en conjunto está bien porque además la música y la decoración molan mucho . nosotros pedimos el sándwich Club y el plato vegetariano. Ambos estaban buenos aunque me quedaría con el plato vegetariano. Cantidad suficiente para quedar satisfecho. Camareros amables",Hace 3 años,"Laura Opazo
Local Guide · 190 reseñas · 453 fotos






Hace 3 años
Carta sencilla: sándwiches, hamburguesas, ensaladas... No es del otro mundo pero en conjunto está bien porque además la música y la decoración molan mucho . nosotros pedimos el sándwich Club y el plato vegetariano. Ambos estaban buenos aunque me quedaría con el plato vegetariano. Cantidad suficiente para quedar satisfecho. Camareros amables

1

Compartir
Respuesta del propietario Hace 3 años
¡Tu reseña nos inspira! Gracias por venir y disfrutar de esta experiencia 🙃…"
Nuria C,Local Guide · 184 reseñas · 225 fotos,5 estrellas,Es un sitio al que siempre volvemos. Nos encantan las hamburguesas y el ambiente del local. Muy buen servicio y calidad-precio.,Hace 9 meses,"Nuria C
Local Guide · 184 reseñas · 225 fotos






Hace 9 meses
Es un sitio al que siempre volvemos. Nos encantan las hamburguesas y el ambiente del local. Muy buen servicio y calidad-precio.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €

Me gusta

Compartir"
Sergio Ruiz,Local Guide · 105 reseñas · 24 fotos,2 estrellas,"Con todo el dolor de mi corazón debo suspender este sitio.
Con el aspecto del típico bar de Madrid (quizá algo más fino), y con unas hamburguesas realmente buenas te encuentras otros platos insuficientes.
El poke es escaso por 12 euros y el cilantro (que no se indica) es desproporcionado.
Las gyozas... mejor no entrar en detalles...
La cerveza de la casa muy rica pero cara (más de 4 euros un tercio no merece la pena). Insisto que no es un restaurante de etiqueta, es un bar.
Y finalmente una crema de limón que sabía a una mezcla entre queso y crema estropeada. Ni rastro de limón ni de texturas cremosas, totalmente un desacierto. Incomible. No quiero ser grosero pero el aspecto habla por si solo.",Hace 3 años,"Sergio Ruiz
Local Guide · 105 reseñas · 24 fotos






Hace 3 años
Con todo el dolor de mi corazón debo suspender este sitio.
Con el aspecto del típico bar de Madrid (quizá algo más fino), y con unas hamburguesas realmente buenas te encuentras otros platos insuficientes.
El poke es escaso por 12 euros y el cilantro (que no se indica) es desproporcionado.
Las gyozas... mejor no entrar en detalles...
La cerveza de la casa muy rica pero cara (más de 4 euros un tercio no merece la pena). Insisto que no es un restaurante de etiqueta, es un bar.
Y finalmente una crema de limón que sabía a una mezcla entre queso y crema estropeada. Ni rastro de limón ni de texturas cremosas, totalmente un desacierto. Incomible. No quiero ser grosero pero el aspecto habla por si solo.

Me gusta

Compartir"
Sheila Barreto,Local Guide · 23 reseñas · 24 fotos,5 estrellas,"La comida y el servicio de Yadiel fue excelente, recomiendo el lugar para una conversa o un café con amigos.",Hace 4 meses,"Sheila Barreto
Local Guide · 23 reseñas · 24 fotos






Hace 4 meses
La comida y el servicio de Yadiel fue excelente, recomiendo el lugar para una conversa o un café con amigos.
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
JotaPe,Local Guide · 1.974 reseñas · 4.617 fotos,4 estrellas,"Restaurante de estilo vintage, han dejado el local como hace medio siglo.
Tienen 2 turnos para cenar el sábado (mejor reservar).
Tienen una gran cantidad de cervezas de muchos estilos distintos, y la carta de la cena es bastante amplia. Yo me pedí una hamburguesa de 180 grs, que seguramente lo tendrá antes de cocinar; pq después se queda en poco (estaba muy rica!!!!!).
El postre una tarta de manzana con helado mascarpone (brutal).",Hace 4 años,"JotaPe
Local Guide · 1.974 reseñas · 4.617 fotos






Hace 4 años
Restaurante de estilo vintage, han dejado el local como hace medio siglo.
Tienen 2 turnos para cenar el sábado (mejor reservar).
Tienen una gran cantidad de cervezas de muchos estilos distintos, y la carta de la cena es bastante amplia. Yo me pedí una hamburguesa de 180 grs, que seguramente lo tendrá antes de cocinar; pq después se queda en poco (estaba muy rica!!!!!).
El postre una tarta de manzana con helado mascarpone (brutal).
4 más

Me gusta

Compartir"
Ainhoa Lamolda Jimenez,1 reseña · 1 foto,5 estrellas,"Experiencia inolvidable, trato de 10 sobre todo los dos camareros de noche super majos . Volveremos",Hace 5 meses,"Ainhoa Lamolda Jimenez
1 reseña · 1 foto






Hace 5 meses
Experiencia inolvidable, trato de 10 sobre todo los dos camareros de noche super majos . Volveremos
Comida: 5
Servicio: 5
Ambiente: 5

1

Compartir"
R A R,Local Guide · 414 reseñas · 1.819 fotos,4 estrellas,Menú calidad precio bueno. Lo mejor el postre casero flan de queso,Hace un año,"R A R
Local Guide · 414 reseñas · 1.819 fotos






Hace un año
Menú calidad precio bueno. Lo mejor el postre casero flan de queso
2 más

1

Compartir"
andrea maho,10 reseñas · 7 fotos,5 estrellas,"Comida y servicio espectacular!!!! Súper recomendada las croquetas de carabinero y la eggburguer un acierto total.
Pablo, hendry, Maxi, Antonio y Greter love total.",Hace 2 meses,"andrea maho
10 reseñas · 7 fotos






Hace 2 meses
Comida y servicio espectacular!!!! Súper recomendada las croquetas de carabinero y la eggburguer un acierto total.
Pablo, hendry, Maxi, Antonio y Greter love total.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Croquetas

Me gusta

Compartir"
Ana perrote,2 reseñas,5 estrellas,"Yadiel, un encanto. Una maravilla y ha tratado muy bien a mi perrito en plena ola de calor le ha traído agüita dos veces sin tener que pedirlo. Volveremos.",Hace 3 semanas,"Ana perrote
2 reseñas






Hace 3 semanas
NUEVA
Yadiel, un encanto. Una maravilla y ha tratado muy bien a mi perrito en plena ola de calor le ha traído agüita dos veces sin tener que pedirlo. Volveremos.
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Maria RC,Local Guide · 44 reseñas · 8 fotos,5 estrellas,Buena hamburguesa en un ambiente vintage! Machos muy ricos y la cheeseburguer también. El postre de cheesecake me fallo el sirope de fresa que le echaron por encima que estaba demasiado dulce!,Hace 4 meses,"Maria RC
Local Guide · 44 reseñas · 8 fotos






Hace 4 meses
Buena hamburguesa en un ambiente vintage! Machos muy ricos y la cheeseburguer también. El postre de cheesecake me fallo el sirope de fresa que le echaron por encima que estaba demasiado dulce!
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
David Alonso,Local Guide · 62 reseñas · 14 fotos,3 estrellas,Se nos está yendo ya la olla con los previos en madrid. Sandwich cocacola y te verde 21 pavos. Las patatas las pagas aparte,Hace 6 meses,"David Alonso
Local Guide · 62 reseñas · 14 fotos






Hace 6 meses
Se nos está yendo ya la olla con los previos en madrid. Sandwich cocacola y te verde 21 pavos. Las patatas las pagas aparte

Me gusta

Compartir"
Andrea Gago,3 reseñas,5 estrellas,"Fue una experiencia increíble, nos encontramos este sitio por casualidad y no podríamos haber elegido uno mejor. El trato de Yadiel fue increíble, volveremos sin duda",Hace 3 semanas,"Andrea Gago
3 reseñas






Hace 3 semanas
NUEVA
Fue una experiencia increíble, nos encontramos este sitio por casualidad y no podríamos haber elegido uno mejor. El trato de Yadiel fue increíble, volveremos sin duda
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Clásico

Me gusta

Compartir"
Fran Pe,Local Guide · 152 reseñas · 178 fotos,5 estrellas,"Hamburgueseria con encanto en pleno barrio.
Para reservar terraza ahora es necesario hacerlo vía web.
El trato por parte de todos los trabajadores siempre es de 10.
La relación calidad/precio es correcta; las hamburguesas normales vienen sin patatas (algo a tener en cuenta); pero las world si que las traen incluidas (que por cierto, las patatas están buenísimas).
La carta de cervezas también es muy amplia.
Os dejo foto de la hamburguesa gallega (buey, lacón, queso san Simón, ajada, pimientos de Padrón y, en mi caso, sin canónigos pero con huevo) BRUTAL.",Hace 3 años,"Fran Pe
Local Guide · 152 reseñas · 178 fotos






Hace 3 años
Hamburgueseria con encanto en pleno barrio.
Para reservar terraza ahora es necesario hacerlo vía web.
El trato por parte de todos los trabajadores siempre es de 10.
La relación calidad/precio es correcta; las hamburguesas normales vienen sin patatas (algo a tener en cuenta); pero las world si que las traen incluidas (que por cierto, las patatas están buenísimas).
La carta de cervezas también es muy amplia.
Os dejo foto de la hamburguesa gallega (buey, lacón, queso san Simón, ajada, pimientos de Padrón y, en mi caso, sin canónigos pero con huevo) BRUTAL.

Me gusta

Compartir
Respuesta del propietario Hace 3 años
¡Nos encantan las personas cómo tu! 🙏…"
Ignacio Giménez,2 reseñas,5 estrellas,"He ido varias veces a comer y a cenar y las hamburguesas están muy ricas, el trato es muy bueno y cercano. En esta última ocasión nos atendió Jihan y estuvimos comodísimos, muy atenta y educada.",Hace 4 meses,"Ignacio Giménez
2 reseñas






Hace 4 meses
He ido varias veces a comer y a cenar y las hamburguesas están muy ricas, el trato es muy bueno y cercano. En esta última ocasión nos atendió Jihan y estuvimos comodísimos, muy atenta y educada.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
jaime,3 reseñas,5 estrellas,"muy buena comida, un gran servicio por parte del camarero Carlos, que ha estado atento en todo momento",Hace 3 semanas,"jaime
3 reseñas






Hace 3 semanas
NUEVA
muy buena comida, un gran servicio por parte del camarero Carlos, que ha estado atento en todo momento
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Hamburguesa Americana

Me gusta

Compartir"
Natalia Fernández,8 reseñas · 15 fotos,2 estrellas,"La cafetería despertó mi interés por su diseño retro. Fui a cenar y esperaba un lugar tranquilo y acogedor.
El lugar me gustó, el servicio bien, la comida ok, lamentablemente la música y el bullicio me incomodaron bastante, sonaba techno y a un volumen alto. Quería ir a cenar no ir a bailar al Voltereta. No me parece que sea la música adecuada para cenar tranquila.",Hace 5 meses,"Natalia Fernández
8 reseñas · 15 fotos






Hace 5 meses
La cafetería despertó mi interés por su diseño retro. Fui a cenar y esperaba un lugar tranquilo y acogedor.
El lugar me gustó, el servicio bien, la comida ok, lamentablemente la música y el bullicio me incomodaron bastante, sonaba techno y a un volumen alto. Quería ir a cenar no ir a bailar al Voltereta. No me parece que sea la música adecuada para cenar tranquila.

Me gusta

Compartir"
Gaizka DC,Local Guide · 138 reseñas · 831 fotos,4 estrellas,"Bien de precio, servicio amable y rápido y comida decente. Muy rica la tarta de manzana.",Hace un año,"Gaizka DC
Local Guide · 138 reseñas · 831 fotos






Hace un año
Bien de precio, servicio amable y rápido y comida decente. Muy rica la tarta de manzana.
0:03
2 más

Me gusta

Compartir"
José María Gallifa,Local Guide · 148 reseñas · 71 fotos,5 estrellas,Excelente decoración conservando el estilo tardofranquista. Se disfruta mucho recordando tiempos atrás y se come francamente bien lo sorprendente es la rapidez con lo que sirven todo. Aconsejable 100%,Hace 3 años,"José María Gallifa
Local Guide · 148 reseñas · 71 fotos






Hace 3 años
Excelente decoración conservando el estilo tardofranquista. Se disfruta mucho recordando tiempos atrás y se come francamente bien lo sorprendente es la rapidez con lo que sirven todo. Aconsejable 100%
4 más

Me gusta

Compartir"
Carmen BF,Local Guide · 94 reseñas · 429 fotos,3 estrellas,Un local con una decoración muy chula. Las hamburguesas están bien pero no mejores que en muchos otros sitios de Madrid. Los postres normales.,Hace 3 años,"Carmen BF
Local Guide · 94 reseñas · 429 fotos






Hace 3 años
Un local con una decoración muy chula. Las hamburguesas están bien pero no mejores que en muchos otros sitios de Madrid. Los postres normales.

Me gusta

Compartir"
Diplodocus Ibericus,Local Guide · 64 reseñas · 103 fotos,4 estrellas,"Una de las pocas cafeterías de estilo sesentero - mucha madera, cuero, luz tenue y una música de fondo realmente buena - que se sigue utilizando de decorado para películas. Buena selección de cervezas y cócteles, cocina impecable (aros de cebolla crujientes, ligeros y nada grasientos). Ideal para un café con leche y tortitas o para picar algo acompañando un negroni.",Hace un año,"Diplodocus Ibericus
Local Guide · 64 reseñas · 103 fotos






Hace un año
Una de las pocas cafeterías de estilo sesentero - mucha madera, cuero, luz tenue y una música de fondo realmente buena - que se sigue utilizando de decorado para películas. Buena selección de cervezas y cócteles, cocina impecable (aros de cebolla crujientes, ligeros y nada grasientos). Ideal para un café con leche y tortitas o para picar algo acompañando un negroni.

Me gusta

Compartir"
Rocío del Camino Garde García,Local Guide · 100 reseñas · 111 fotos,5 estrellas,"¡INCREÍBLE! Nos atendieron súper bien y está muy bien de precio. El local está muy bien decorado y limpio. Da gusto. 2 tortitas, café, zumo natural, bagel y huevos por 15€",Hace 2 años,"Rocío del Camino Garde García
Local Guide · 100 reseñas · 111 fotos






Hace 2 años
¡INCREÍBLE! Nos atendieron súper bien y está muy bien de precio. El local está muy bien decorado y limpio. Da gusto. 2 tortitas, café, zumo natural, bagel y huevos por 15€

Me gusta

Compartir"
